,Date,Course.Length,Program,Organization,City,ZIP.Code,County,Number.Classes,Number.Students,Students.White,Students.African.Am,Students.Latino,Students.Other
237,12/6/2016,0.5,Kid Firestopper,Waters Elementary School ,Chicago,60625,Cook,5,70,NA,NA,NA,NA
238,12/6/2016,0.75,Home Fire Preparedness,Chicago Parent Univeristy,Chicago,60644,Cook,1,10,0,1,9,0
239,12/6/2016,0.75,Hands-only Citizen CPR,Chicago Parent Univeristy,Chicago,60644,Cook,1,10,0,1,9,0
240,12/6/2016,0.5,Kid Firestopper,Waters Elementary School,Chicago,60625,Cook,6,163,NA,NA,NA,NA
241,12/6/2016,1,First Aid and CPR Certification,Waubonsie Valley High School,Aurora,60504,DuPage,1,25,15,0,3,7
242,12/6/2016,1,Home Alone,Spencer Elementary School ,New Lenox ,60451,Will,1,40,NA,NA,NA,NA
243,12/7/2016,2,First Aid and CPR for Students,St. Peters United Church,Chicago,60639,Cook,1,5,0,0,5,0
244,12/8/2016,0.5,Home Alone,ACES PROGRAM,New Lenox,60451,Will,1,16,14,1,0,1
245,12/8/2016,0.5,FALP,Hearst Elementary School ,Chicago,60638,Cook,2,57,NA,NA,NA,NA
246,12/8/2016,0.666666667,Pillowcase Project,Hearst Elementary School ,Chicago,60638,Cook,5,131,NA,NA,NA,NA
247,12/8/2016,4,First Aid and CPR Certification,John Fiske Elementary School,Chicago,60637,Cook,1,6,0,6,0,0
248,12/8/2016,0.75,FALP,Hearst Elementary School ,Chicago,60638,Cook,2,57,10,25,22,0
249,12/8/2016,1,Pillowcase Project,Hearst Elementary School ,Chicago,60638,Cook,5,131,19,53,41,18
250,12/8/2016,2,First Aid and CPR Certification,EZRA ,Chicago,60640,Cook,1,8,3,5,0,0
251,12/8/2016,3,"Adult CPR, Pediatric CPR and Choking",Jewsih United Fund,Chicago,60640,Cook,1,8,4,2,2,NA
252,12/9/2016,4,First Aid and CPR Certification,The Woodlawn Resource Center ,Chicago,60637,Cook,1,7,1,6,0,0
253,12/9/2016,2,CSD - Other,Beasley Child-Parent Center,Chicago,60609,Cook,1,13,0,13,0,0
254,12/10/2016,0.5,FALP,Fox River Valley Public Library,East Dundee,60118,Kane,1,12,NA,10,NA,2
255,12/12/2016,0.833333333,Pillowcase Project,Dulles School of Excellence,Chicago,60637,Cook,1,11,NA,11,NA,NA
256,12/12/2016,1,Pillowcase Project,Dulles School of Excellence,Chicago,60637,Cook,1,12,NA,NA,NA,NA
257,12/12/2016,0.75,Home Alone, Charles Henderson Elmentary School,Chicago,60636,Cook,4,83,2,53,21,7
258,12/12/2016,0.75,Kid Firestopper, Charles Henderson Elmentary School,Chicago,60636,Cook,3,66,1,41,16,8
259,12/12/2016,1,Hands-only Citizen CPR,Coleman Parent University,Chicago,60609,Cook,1,8,NA,8,NA,NA
260,12/13/2016,2,CSD - Adult/Parents,Chicago Parent Univeristy/Spencer Elementary,Chicago,60644,Cook,1,6,0,3,3,0
261,12/13/2016,2,CSD - Other,Chicago Parent Univeristy/Spencer Elementary,Chicago,60644,Cook,1,6,0,6,0,0
262,12/14/2016,0.5,FALP,Richard Henry Lee Elementary School,Chicago,60629,Cook,6,90,10,10,70,0
263,12/14/2016,0.5,Kid Firestopper,Richard Henry Lee Elementary School,Chicago,60629,Cook,6,90,10,10,70,0
264,12/14/2016,0.5,Kid Firestopper,Richard Henry Lee Elementary School,Chicago,60629,Cook,6,90,5,15,61,9
265,12/14/2016,1,FALP,Richard Henry Lee Elementary School,Chicago,60629,Cook,6,90,5,15,61,9
266,12/14/2016,5,"Adult CPR, Pediatric CPR and Choking",Veterans Upward Bound,Chicago,60603,Cook,1,3,NA,1,2,NA
267,12/14/2016,1,FALP,James Russell Lowell,Chicago,60651,Cook,1,31,NA,NA,NA,NA
268,12/15/2016,1,Home Alone,Ivy League After School Program,Mokena,60448,Will,1,40,NA,NA,NA,NA
269,12/15/2016,0.5,Scrubby Bears,Belding Elementary School ,Chicago,60641,Cook,1,29,NA,NA,NA,NA
270,12/15/2016,1,Pillowcase Project,West Park Academy ,Chicago,60651,Cook,1,18,NA,NA,NA,NA
271,12/16/2016,4,"Adult CPR, Pediatric CPR and Choking",Northwest Side Housing Center ,Chicago,60639,Cook,1,11,NA,NA,11,NA
272,12/16/2016,4,"Adult CPR, Pediatric CPR and Choking",Northwest Side Housing Center (NWSHC),Chicago,60639,Cook,1,10,0,0,10,0
273,12/16/2016,4,First Aid and CPR Certification,Greater Chicago Food Depository,Chicago,60632,Cook,1,10,7,2,1,0
274,12/19/2016,0.5,Home Alone,James Madison Elementary School,Chicago,60619,Cook,5,73,4,51,16,2
275,12/19/2016,0.5,Masters of Disaster,James Madison Elementary School,Chicago,60619,Cook,5,73,4,51,16,2
276,12/20/2016,1,Home Alone,ACES PROGRAM,New Lenox,60451,Cook,1,35,25,1,9,NA
277,12/20/2016,0.5,Hands-only Citizen CPR,Lincoln Avenue Junior High School ,Dolton,60419,Cook,3,30,NA,30,NA,NA
278,12/20/2016,0.5,Scrubby Bears,Lincoln Avenue Junior High School ,Dolton,60419,Cook,1,20,NA,20,NA,NA
279,12/20/2016,1,Scrubby Bears,Piccolo Elementary Specialty School,Chicago,60651,Cook,1,25,5,10,10,NA
280,12/20/2016,1,Hands-only Citizen CPR,Lincoln Avenue School,Dolton,60419,Cook,1,30,NA,NA,NA,NA
281,12/20/2016,1,Scrubby Bears,Lincoln Avenue School,Dolton,60419,Cook,1,20,NA,NA,NA,NA
282,12/20/2016,1,FALP,Lincoln Avenue School,Dolton,60419,Cook,1,20,NA,NA,NA,NA
283,12/20/2016,1,Hands-only Citizen CPR,Lincoln Avenue School ,Dolton,60419,Cook,3,30,0,30,0,0
284,12/20/2016,0.5,Scrubby Bears,Lincoln Avenue School ,Dolton,60419,Cook,2,20,0,20,0,0
285,12/20/2016,1,FALP,Lincoln Avenue School ,Dolton,60419,Cook,2,20,0,15,5,0
286,12/20/2016,0.5,Home Alone,James Madison Elementary School,Chicago,60619,Cook,5,87,7,59,17,4
287,12/20/2016,0.5,Masters of Disaster,James Madison Elementary School,Chicago,60619,Cook,5,87,7,59,17,4
288,12/20/2016,1,Scrubby Bears,Lincoln Avenue Elementary School,Chicago,60419,Cook,1,14,NA,14,NA,NA
289,12/20/2016,3,FALP,Lincoln Avenue Elementary School,Chicago,60419,Cook,3,68,NA,68,NA,NA
290,12/20/2016,3,Hands-only Citizen CPR,Lincoln Avenue Elementary School,Chicago,60419,Cook,3,67,NA,67,NA,NA
291,12/20/2016,3,Hands-only Citizen CPR,Lincoln Avenue Elementary School,Chicago,60419,Cook,3,70,NA,70,NA,NA
292,12/21/2016,0.75,Masters of Disaster,Lincoln Avenue Junior High School ,Dolton,60419,Cook,2,40,NA,40,NA,NA
293,12/21/2016,0.5,Scrubby Bears,Lincoln Avenue Junior High School ,Dolton,60419,Cook,1,20,NA,20,NA,NA
294,12/21/2016,0.75,Kid Firestopper,Lincoln Avenue Junior High School ,Dolton,60419,Cook,3,60,NA,60,NA,NA
295,12/21/2016,0.75,FALP,Lincoln Avenue Junior High School ,Dolton,60419,Cook,1,10,NA,10,NA,NA
296,12/21/2016,1,Masters of Disaster,Lincoln Avenue School ,Dolton,60419,Cook,4,40,0,40,0,0
297,12/21/2016,0.5,Scrubby Bears,Lincoln Avenue School ,Dolton,60419,Cook,2,20,1,18,1,0
298,12/21/2016,1,FALP,Lincoln Avenue School ,Dolton,60419,Cook,1,10,0,10,0,0
299,12/21/2016,1,Kid Firestopper,Lincoln Avenue School ,Dolton,60419,Cook,5,40,0,35,5,0
300,12/21/2016,5,"Adult CPR, Pediatric CPR and Choking",Chicago Parent Univeristy/Spencer Elementary,Chicago,60644,Cook,1,16,2,4,10,0
301,12/21/2016,5,First Aid and Infant CPR,Chicago Parent Univeristy/Spencer Elementary,Chicago,60644,Cook,1,1,0,0,1,0
302,12/21/2016,0.5,Scrubby Bears,One Hope United,Elgin,60120,Kane,1,18,6,4,8,NA
303,12/21/2016,0.5,Kid Firestopper,One Hope United,Elgin,60120,Kane,1,18,6,4,8,NA
304,12/22/2016,1,Masters of Disaster,Lincoln Avenue School,Dolton,60419,Cook,1,13,0,25,0,0
305,12/22/2016,1,Pillowcase Project,Lincoln Avenue School,Dolton,60419,Cook,6,30,0,25,5,0
306,12/22/2016,1,Kid Firestopper,Piccolo Elementary Specialty School,Chicago,60651,Cook,1,27,5,10,10,2
307,12/22/2016,5,AmeriCorps Presentation,Piccolo Elementary Specialty School,Chicago,60651,Cook,1,27,5,10,10,2
308,12/22/2016,1,Kid Firestopper,Piccolo Elementary Specialty School,Chicago,60651,Cook,1,25,5,5,15,NA
309,12/22/2016,1,Masters of Disaster,Lincoln Avenue School ,Dolton,60419,Cook,1,13,0,13,0,0
310,12/22/2016,1,Pillowcase Project,Lincoln Avenue School ,Dolton,60419,Cook,6,30,0,25,5,0
311,12/22/2016,1,Masters of Disaster,Lincoln Avenue School ,Dolton,60419,Cook,1,13,0,13,0,0
312,12/22/2016,1,Pillowcase Project,Lincoln Avenue School ,Dolton,60419,Cook,6,32,0,27,5,0
313,12/23/2016,1,Kid Firestopper,Lincoln Avenue School,Dolton,60419,Cook,2,13,1,12,0,0
314,12/23/2016,1,Home Alone,Lincoln Avenue School,Dolton,60419,Cook,2,20,0,15,5,0
315,12/23/2016,1,Hands-only Citizen CPR,Lincoln Avenue School,Dolton,60419,Cook,2,13,0,13,0,0
316,12/23/2016,1,Kid Firestopper,Lincoln Avenue School ,Dolton,60419,Cook,2,13,1,12,0,0
317,12/23/2016,1,Hands-only Citizen CPR,Lincoln Avenue School ,Dolton,60419,Cook,2,13,0,13,0,0
318,12/23/2016,1,Home Alone,Lincoln Avenue School ,Dolton,60419,Cook,2,20,0,15,5,0
319,12/23/2016,1,Kid Firestopper,Lincoln Avenue School ,Dolton,60419,Cook,2,13,1,12,0,0
320,12/23/2016,1,Hands-only Citizen CPR,Lincoln Avenue School ,Dolton,60419,Cook,2,13,0,13,0,0
321,12/23/2016,3,Masters of Disaster,Lincoln Avenue Elementary School,Chicago,60419,Cook,3,68,NA,68,NA,NA
322,12/28/2016,3,First Aid and CPR Certification,Americorp,Chicago,60612,Cook,1,5,NA,NA,NA,NA
323,12/28/2016,3.5,First Aid and CPR Certification,Youth Guidance Organization,Chicago,60602,Cook,1,5,NA,5,NA,NA
324,12/28/2016,0.5,W.H.A.L.E.S. Tales,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,2,60,52,5,3,0
325,12/28/2016,0.5,Kid Firestopper,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,2,60,52,5,3,0
326,12/29/2016,0.5,Home Alone,Plainfield YMCA,Plainfield,60544,Will,1,30,NA,NA,NA,NA
327,12/29/2016,0.5,Home Alone,Plainfield YMCA,Plainfield,60544,Will,1,30,NA,NA,NA,NA
328,1/3/2017,4,First Aid and CPR Certification,Saint Daniel the Prophet School,Chicago,60638,Cook,1,7,5,0,2,0
329,1/3/2017,4,First Aid and CPR Certification,Saint Daniel the Prophet School.,Chicago,60638,Cook,1,7,5,0,2,0
330,1/4/2017,3.5,First Aid and CPR Certification,Youth Guidance ,Chicago ,60603,Cook,1,8,NA,NA,NA,NA
331,1/4/2017,3,First Aid and CPR Certification,Girls Scouts Parents,Chicago,60618,Cook,1,24,10,0,5,9
332,1/4/2017,3,First Aid and CPR Certification,Girls Scouts Parents,Chicago,60618,Cook,1,24,10,0,5,9
333,1/4/2017,0.5,Scrubby Bears,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,3,32,20,6,2,4
334,1/4/2017,0.5,Masters of Disaster,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,3,32,20,6,2,4
335,1/4/2017,0.5,Be Red Cross Ready,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,1,12,6,3,1,2
336,1/4/2017,1,FALP,Saint Joseph's School,Homewood,60430,Cook,1,11,3,5,3,0
337,1/4/2017,0.5,W.H.A.L.E.S. Tales,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,3,32,20,6,2,4
338,1/4/2017,0.5,Scrubby Bears,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,3,32,20,6,2,4
339,1/4/2017,0.5,Be Red Cross Ready,Greater Joliet Area YMCA/C.W. Avery,Plainfield,60544,Will,1,12,6,3,1,2
340,1/4/2017,1,Hands-only Citizen CPR,Pilsen Workforce Center,Chicago,60608,Cook,1,11,NA,9,2,NA
341,1/4/2017,1,Be Red cross Ready,Pilsen Workforce Center,Chicago,60608,Cook,1,11,NA,9,2,NA
342,1/5/2017,1,Hands-only Citizen CPR,Pilsen Workforce Center,Chicago,60608,Cook,1,8,1,7,NA,NA
343,1/5/2017,1,Be Red cross Ready,Pilsen Workforce Center,Chicago,60608,Cook,1,8,1,7,NA,NA
344,1/6/2017,1,Pillowcase Project,Warrenville Fire Department,Warrenville,60555,DuPage,1,25,0,7,15,3
345,1/7/2017,4,First Aid and CPR Certification,Northwest Community Center ,Chicago,60639,Cook,1,7,4,1,2,0
346,1/7/2017,4,First Aid and CPR Certification,Northwest Community Center,Chicago,60639,Cook,1,8,1,4,3,0
347,1/8/2017,1,W.H.A.L.E.S. Tales,Girl Scout Troop 20958/20122,Chicago,60608,Cook,1,20,15,5,0,0
348,1/9/2017,1,Masters of Disaster,Spencer Elementary School,New Lenox,60451,Will,2,60,50,10,0,0
349,1/9/2017,0.5,Scrubby Bears,Charles Henderson Elementary School,Chicago,60636,Cook,4,85,12,42,23,8
350,1/10/2017,5,Kid Firestopper,Montague Public Library,Rockford,61102,Winnebago,1,2,NA,2,NA,NA
351,1/10/2017,0.5,Kid Firestopper,montague public library,rockford,61102,Winnebago,1,2,0,2,0,0
352,1/10/2017,0.5,Masters of Disaster,Arnold J. Tyler Elementary ACES Program,Chicago,60451,Cook,1,37,20,0,0,17
353,1/10/2017,1,Pillowcase Project,John Fiske Elementary School,Chicago,60637,Cook,3,75,0,75,0,0
354,1/10/2017,1,Pillowcase Project,Richard Henry Lee Elementary School,Chicago,60629,Cook,6,170,19,57,82,12
355,1/11/2017,0.5,Masters of Disaster,Nelson Prairie Elementarty School ACES Program,New Lenox,60451,WILL,1,68,30,0,15,23
356,1/11/2017,1.5,CSD - Other,Disney II Magnet High School ,Chicago,60618,Cook,1,4,4,NA,NA,NA
357,1/11/2017,4,First Aid and CPR Certification,The Woodlawn Resource Center ,Chicago,60637,Cook,1,13,1,12,0,0
358,1/11/2017,1,Pillowcase Project,Richard Henry Lee Elementary School,Chicago,60629,Cook,6,170,14,54,85,17
359,1/11/2017,4,Scrubby Bears,Graham Elementary,Chicago,60609,Cook,4,99,20,41,38,NA
360,1/11/2017,1,Pillowcase Project,Nicholson Technology Academy,Chicago,60621,Cook,1,20,NA,NA,NA,NA
361,1/11/2017,1,Pillowcase Project,Nickholson Elementary School,Chicago,60621,Cook,1,20,NA,NA,NA,NA
362,1/12/2017,2,"Adult CPR, Pediatric CPR and Choking",Jungman Elementary,Chicago,60608,Cook,1,5,NA,NA,5,NA
363,1/12/2017,0.5,Scrubby Bears,St. Walter School,Blue Island,60643,Cook,2,40,20,10,10,0
364,1/12/2017,1,Pillowcase Project,James Madison Elementary School,Chicago,60619,Cook,1,28,2,22,3,1
365,1/12/2017,3,"Adult CPR, Pediatric CPR and Choking",Jungman Elementary,Chicago,60608,Cook,1,4,NA,NA,4,NA
366,1/13/2017,4,"Adult CPR, Pediatric CPR and Choking",Disney II Magnet High School ,Chicago,60618,Cook,1,15,3,4,7,1
367,1/13/2017,0.5,Scrubby Bears,John Fiske Elementary School,Chicago,60637,Cook,8,160,0,160,0,0
368,1/13/2017,1,Pillowcase Project,James Madison Elementary School,Chicago,60619,Cook,1,19,0,16,3,0
369,1/13/2017,4,First Aid and CPR Certification,Disney II Magnet High School,Chicago,60608,Cook,1,16,3,4,7,1
370,1/14/2017,4,First Aid and CPR Certification,Burnham Community Center ,Burnham,60633,Cook,1,3,0,3,0,0
371,1/14/2017,3,Hands-only Citizen CPR,Lincoln Park Community Shelter,Chicago,60614,Cook,1,4,1,3,0,0
372,1/16/2017,0.5,Kid Firestopper,St. Elizabeth,rockford,61101,Winnebago,2,16,3,5,8,0
373,1/17/2017,1,Pillowcase Project,Richard Henry Lee Elementary School,Chicago,60629,Cook,5,58,10,8,40,0
374,1/17/2017,3,First Aid and CPR Certification,Avondale-Logandale Elementary School,Chicago,60618,Cook,1,12,0,0,12,0
375,1/17/2017,3,"Adult CPR, Pediatric CPR and Choking",Avondale-Logandale Elementary ,Chicago,60618,Cook,1,13,NA,NA,13,NA
376,1/17/2017,1,Pillowcase Project,Richard Henry Lee Elementary School,Chicago,60629,Cook,5,58,9,15,32,2
377,1/18/2017,1,Pillowcase Project,John Fiske Elementary School,Chicago,60637,Cook,2,78,0,78,0,0
378,1/18/2017,1,CSD - Other,Chicago Parent Univeristy at Spencer Elementary,Chicago,60644,Cook,1,23,0,17,6,0
379,1/18/2017,1,Home Fire Preparedness,Chicago Parent Univeristy at Spencer Elementary,Chicago,60644,Cook,1,23,0,17,6,0
380,1/18/2017,4,Masters of Disaster,Graham Elementary,Chicago,60609,Cook,4,98,20,40,38,NA
381,1/18/2017,3,First Aid and CPR Certification,Westside Health Authority,Chicago,60651,Cook,1,16,1,15,0,0
382,1/19/2017,4,"Adult CPR, Pediatric CPR and Choking",Disney II Magnet High School ,Chicago,60618,Cook,1,13,3,3,5,1
383,1/19/2017,1,FALP,Budlong Elementary,Chicago,60625,Cook,1,11,2,4,1,4
384,1/20/2017,3,Hands-only Citizen CPR,John C. Dunham STEM School,Aurora,60506,Kane,3,100,20,15,30,35
385,1/20/2017,4,"Adult CPR, Pediatric CPR and Choking",Tepolchcalli Community Education Project ,Chicago,60623,Cook,1,14,NA,NA,13,NA
386,1/20/2017,4,First Aid and CPR Certification,Chicago Parent Univerity at Corliss Highschool,Chicago,60628,Cook,1,7,0,5,2,0
387,1/20/2017,4,"Adult CPR, Pediatric CPR and Choking",Chicago Parent Univerity at Corliss Highschool,Chicago,60628,Cook,1,1,0,1,0,0
388,1/20/2017,4,First Aid and CPR Certification,Chicago Parent Univerity at Corliss Highschool,Chicago,60628,Cook,1,1,0,1,0,0
389,1/21/2017,4,First Aid and CPR Certification,Dunne Technology Academy,Chicago,60628,Cook,1,7,0,5,2,0
390,1/21/2017,4,CSD - Other,Dunne Technology Academy,Chicago,60628,Cook,1,7,0,5,2,0
391,1/21/2017,3.5,First Aid and CPR Certification,Lincoln Park Community Shelter,Chicago,60614,Cook,1,6,2,4,0,0
392,1/21/2017,1,"Adult CPR, Pediatric CPR and Choking",Rauner Center,Chicago,60612,Cook,1,8,NA,3,4,1
393,1/23/2017,0.5,FALP,Charles Henderson Elementary School,Chicago,60636,Cook,4,100,9,63,23,5
394,1/23/2017,1,Hands-only Citizen CPR,John C. Dunham STEM School,Aurora,60506,Kane ,3,100,20,15,30,35
395,1/24/2017,1,Pillowcase Project,Boy Scout Troop,Chicago,60629,Cook,1,15,11,1,3,0
396,1/24/2017,4,"Adult CPR, Pediatric CPR and Choking",Belmont Cragin Elementary School ,Chicago,60639,Cook,1,12,1,NA,11,NA
397,1/24/2017,0.666666667,FALP,Armour Elementary School ,Chicago,60608,Cook,1,11,NA,2,8,1
398,1/24/2017,0.666666667,Masters of Disaster,Armour Elementary School ,Chicago,60608,Cook,1,25,6,2,14,4
399,1/24/2017,0.666666667,Masters of Disaster,Armour Elementary School ,Chicago,60608,Cook,1,15,NA,1,12,2
400,1/24/2017,1,Hands-only Citizen CPR,Willa Cather Elementary School,Chicago,60612,Cook,2,53,NA,45,NA,8
401,1/24/2017,3,First Aid and CPR Certification,Kilmer Elementary School,Chicago,60626,Cook,1,13,2,5,6,0
402,1/24/2017,5,First Aid and CPR Certification,Belmont-Cragin Elementary School/Northwest Side Housing Center,Chicago,60639,Cook,1,12,0,2,9,0
403,1/24/2017,3,First Aid and CPR Certification,Kilmer Elementary School,Chicago,60626,Cook,1,12,0,4,8,0
404,1/24/2017,5,FALP,Graham Elementary,Chicago,60609,Cook,5,125,35,50,40,NA
405,1/25/2017,1,Home Alone,White oak Elementary School,Morris,60450,Grundy,1,25,NA,NA,NA,NA
406,1/25/2017,1,Fire prevention Workshop ,Albany Park Community Center ,Chicago ,60625,Cook,1,23,NA,NA,21,2
407,1/25/2017,4,"Adult CPR, Pediatric CPR and Choking",Disney II Magnet High School ,Chicago,60618,Cook,1,6,1,2,2,1
408,1/25/2017,0.666666667,Pillowcase Project,Armour Elementary School ,Chicago,60608,Cook,1,14,4,2,6,2
409,1/25/2017,0.666666667,First Aid and CPR for Students,Armour Elementary School ,Chicago,60608,Cook,1,15,NA,1,12,2
410,1/25/2017,0.5,Scrubby Bears,James Madison Elementary School,Chicago,60619,Cook,2,39,2,28,9,0
411,1/25/2017,1,Kid Firestopper,Nicholson Technology Academy,Chicago,60621,Cook,1,20,NA,NA,NA,NA
412,1/26/2017,2,CSD - Adult/Parents,Westchester Community Center,Westchester,60154,Cook,1,8,NA,NA,NA,NA
413,1/26/2017,1,Fire prevention Workshop ,Ashburn Community Elementary School ,Chicago,60652,Cook,1,40,NA,40,NA,NA
414,1/26/2017,1,Hands-only Citizen CPR,Sullivan High School,Chicago,60626,Cook,5,128,15,45,35,33
415,1/27/2017,1,FALP,Joliet Public Library,Joliet ,60432,Cook,1,9,2,3,4,NA
416,1/27/2017,1,First Aid and CPR for Students,Sullivan High School,Chicago,60626,Cook,5,128,15,45,35,33
417,1/27/2017,1,Hands-only Citizen CPR,Graham Elementary,Chicago,60609,Cook,1,12,2,7,3,NA
418,1/30/2017,1,FALP,Ida B. Wells Elementary School ,Chicago ,60653,Cook,1,16,NA,16,NA,NA
419,1/30/2017,1,Scrubby Bears,Ashburn Community Elementary School ,Chicago,60652,Cook,1,18,NA,17,1,NA
420,1/31/2017,1,Home Alone,Daisy Girl Scout Troop,Chicago,60638,Cook,1,20,15,0,5,0
421,2/1/2017,1,FALP,Washington Irving Elementary School,Chicago,60612,Cook,6,240,NA,NA,NA,NA
422,2/1/2017,1,Hands-only Citizen CPR,Everett F. Kerr Middle School,Blue Island,60406,Cook,1,10,0,2,8,0
423,2/1/2017,1,Pillowcase Project,Chappell Elementary School,Chicago,60625,Cook,2,57,10,12,34,1
424,2/1/2017,0.5,FALP,Chappell Elementary School,Chicago,60625,Cook,2,57,10,12,34,1
425,2/2/2017,1,First Aid and CPR for Students,Kilmer Elementary,Chicago,60626,Cook,4,62,15,20,20,7
426,2/2/2017,1,FALP,Saint Joseph's School,Homewood,60430,Cook,1,7,0,6,1,0
427,2/2/2017,0.5,Kid Firestopper,James Madison Elementary School/Head Start,Chicago,60619,Cook,1,20,2,15,3,0
428,2/2/2017,0.5,FALP,James Madison Elementary School/Mrs. Tillman,Chicago,60619,Cook,1,21,0,17,3,1
429,2/2/2017,1,Hands-only Citizen CPR,Kilmer Elementary School,Chicago,60626,Cook,1,18,3,6,4,5
430,2/2/2017,1,Hands-only Citizen CPR,Kilmer Elementary School,Chicago,60625,Cook,2,14,1,7,5,0
431,2/2/2017,4,Hands-only Citizen CPR,Kilmer Elementary,Chicago,60626,Cook,4,74,4,30,30,10
432,2/2/2017,4,FALP,Kilmer Elementary,Chicago,60626,Cook,4,74,4,30,30,10
433,2/3/2017,1.5,First Aid and CPR for Students,Warrenville Fire Department,Warrenville,60555,DuPage,1,23,1,4,17,1
434,2/3/2017,1.166666667,Hands-only Citizen CPR,Joyce Kilmer Elementary School,Chicago,60626,Cook,4,32,NA,NA,NA,NA
435,2/3/2017,1,Hands-only Citizen CPR,Daley College Student Veterans,Chicago,60652,Cook,1,18,1,6,11,NA
436,2/6/2017,1,Pillowcase Project,Charles Henderson Elementary School,Chicago,60636,Cook,2,19,2,12,5,0
437,2/6/2017,1,Kid Firestopper,Spencer Crossing Elementary ACES Program,New Lenox,60451,WILL,1,47,25,15,7,0
438,2/6/2017,1,FALP,Ida B. Wells Elementary School ,Chicago,60653,Cook,2,40,NA,39,1,NA
439,2/6/2017,1,Masters of Disaster,Everett F. Kerr Middle School,Blue Island,60406,Cook,1,15,0,5,10,0
440,2/6/2017,4,FALP,St. Gabriel Elementary,Chicago,60609,Cook,4,84,34,10,40,NA
441,2/6/2017,4,Scrubby Bears,St. Gabriel Elementary,Chicago,60609,Cook,4,61,30,6,25,NA
442,2/7/2017,0.5,Kid Firestopper,Nelson Prairie Elementarty School ACES Program,New Lenox,60451,WILL,1,35,20,1,10,4
443,2/7/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Belmont Cragin Early Childhood Center,Chicago,60639,Cook,1,12,1,NA,11,NA
444,2/7/2017,1,Kid Firestopper,Washington Irving Elementary School,Chicago,60612,Cook,6,240,NA,NA,NA,NA
445,2/7/2017,4.5,First Aid and CPR Certification,Belmont Cragin Early Childhood Center,Chicago,60639,Cook,1,11,NA,NA,11,NA
446,2/8/2017,0.5,Kid Firestopper,Tyler Elementary School ACES Program,New Lenox,60451,WILL,1,25,10,0,5,10
447,2/8/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Dawes School ,Chicago,60652,Cook,1,19,1,3,15,NA
448,2/8/2017,1,Scrubby Bears,Armour Elementary School ,Chicago,60608,Cook,1,16,NA,3,12,1
449,2/8/2017,1,W.H.A.L.E.S. Tales,Armour Elementary School ,Chicago,60608,Cook,1,11,3,2,6,1
450,2/8/2017,2,CSD - Other,Robert Morris Univeristy - Dupage Campus,Aurora,60504,DuPage,1,8,6,1,1,0
451,2/8/2017,4,"Adult CPR, Pediatric CPR and Choking",Veterans Upward Bound,Chicago,60603,Cook,1,4,NA,4,NA,NA
452,2/9/2017,0.5,Kid Firestopper,Haines Elementary School ACES Program,New Lenox,60451,WILL,1,25,10,5,10,0
453,2/9/2017,2,CSD - Other,Jungman Elementary,Chicago ,60608,Cook,1,3,NA,NA,3,NA
454,2/9/2017,1,Scrubby Bears,Armour Elementary School ,Chicago,60608,Cook,1,16,NA,3,12,1
455,2/9/2017,1,Scrubby Bears,Washington Irving Elementary School,Chicago,60612,Cook,6,240,NA,NA,NA,NA
456,2/9/2017,0.5,Home Alone,James Madison Elementary School,Chicago,60619,Cook,2,54,7,35,12,0
457,2/9/2017,3,Be Red cross Ready,Jungman Elementary,Chicago,60608,Cook,1,7,NA,NA,7,NA
458,2/9/2017,1,Hands-only Citizen CPR,Jungman Elementary,Chicago,60608,Cook,1,7,NA,NA,7,NA
459,2/10/2017,0.5,Hands-only Citizen CPR,Boy Scout Troop/Parents,Chicago,60629,Cook,1,20,5,2,6,7
460,2/10/2017,1,First Aid and CPR for Students,Eli Whitney Elementary School ,Chicago,60623,Cook,6,147,5,2,140,NA
461,2/10/2017,4,First Aid and CPR Certification,Beasely Child Parent Center,Chicago,60609,Cook,1,6,0,6,0,0
462,2/11/2017,3,First Aid and CPR Certification,Chicago Police Department,Chicago,60612,Cook,1,29,NA,NA,NA,NA
463,2/11/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Northwest Side Housing Center ,Chicago,60639,Cook,1,10,3,1,6,NA
464,2/11/2017,4,First Aid and CPR Certification,Chicago Community Emergency Response Team,Chicago,60610,Cook,1,27,18,4,3,2
465,2/11/2017,4,First Aid and CPR Certification,Northwest Community Center,Chicago,60639,Cook,1,9,0,2,8,0
466,2/13/2017,0.5,Home Alone,Charles Henderson Elementary School,Chicago,60636,Cook,2,60,5,28,22,5
467,2/13/2017,1,First Aid and CPR for Students,Eli Whitney Elementary School ,Chicago,60623,Cook,5,143,10,2,131,NA
468,2/14/2017,1,Pillowcase Project,Girl Scout Troop,Chicago,60625,Cook,1,15,6,1,7,0
