act_cat,category,tweet_id,text,date,retweet_count,geo,coordinates,place_id,place_centroid,place_country,place_country_code,place_full_name,place_name,place_type
NO,fire,1.11621E+18,One day real soon we gone wake up and the whole world is gone be on fire.,4/11/2019 5:35,0,,,,,,,,,
NO,fire,1.11621E+18,@4KennyMason yo this is fire. Lmk when you can get it on mymy so we can blast it,4/11/2019 5:32,1,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11621E+18,"When sewage and dead material sits and festers, it can produces gases, and can even catch fire. A fire pit, with a boiling thick sludgy red river on fire, with one road to cross through it via a bridge, just to cross a gate, and be greeted with a cleaner river of red,brown sewage",4/11/2019 5:23,0,,,,,,,,,
NO,fire,1.11621E+18,@rosestarart Omg I do have to admit the AI is better in Sky than some... I think I get flashbacks to the ye olde classic Fire Emblems where you had to haul ass across the battlefield to recruit people who would act on their own and get themselves killed,4/11/2019 5:21,0,,,,,,,,,
fire,fire,1.11621E+18,The fire department has been called on my street for the fifth time in less than a week. Crazy.,4/11/2019 5:19,0,,,,,,,,,
NO,fire,1.11621E+18,"That main road cut right through that fire pit, which was in small valley, flanked by soldiers on both sides, making sure it stayed in that small area. Crossing that on foot? Good luck with your sanity. I believe this was the most practical use of Psalm 23:4, literally.",4/11/2019 5:12,0,,,,,,,,,
NO,fire,1.11621E+18,@CarmichaelDave They need to fire him asap.. I need to forget his dog shit stubborn rotations. The players don't even vouch for him.. that says it all,4/11/2019 5:06,0,,,,,,,,,
NO,fire,1.11621E+18,@Mickeygw1 @JoeNBC The last hobby anyone should experiment with is firing guns at the range. I can understand people who grew up in the gun culture; but advising someone to fire a gun to understand and relate to midwesterners is just plain stupid.,4/11/2019 5:06,1,,,,,,,,,
NO,fire,1.11621E+18,@Awood732 @davidtabrown Don't be so sure. They figure that the front office will be making the calls anyway so why pay Girardi top dollar when they can hire someone like Boone for less. O wouldn't have believed it either 6 months ago but now I'm not so sure. They didn't have a good reason to fire Girard,4/11/2019 5:04,0,,,,,,,,,
NO,fire,1.1162E+18,Now Playing : Fire Escape by @andrewmcmahon * Listen at https://t.co/R6LbSJwpj8 https://t.co/rZmDKg3ltm,4/11/2019 5:01,0,,,,,,,,,
NO,fire,1.1162E+18,"Fire pits were common features of cities in that time, usually containing bizarre rituals, sacrifices, torture, murder and every sick, salacious thing ever, all with the backdrop of burning bodies. Rome was the most notorious. It even had its own makeshift Coliseum.",4/11/2019 5:01,0,,,,,,,,,
NO,fire,1.1162E+18,@Mac_0592 it's a new year. casts are slightly different. teams are both on fire. i'll gladly take that for a first-round matchup.,4/11/2019 4:58,0,,,,,,,,,
NO,fire,1.1162E+18,"Also they’ve STACKED their roster over the years with vets. Brent Burns is having a career year (by far), they added a former captain w/ Erik Karlsson (who’s looking so good tonight). Hertl’s been on fire. Evander Kane’s always reliable. If not now, definitely never w/ this team.",4/11/2019 4:41,0,,,,,,,,,
NO,fire,1.1162E+18,Yo. This tweet is fire. Those rings are fire. This is so good. God damnit why do my friends not give a shit about persona? https://t.co/1ZnNTSdg9s,4/11/2019 4:39,0,,,,,,,,,
NO,fire,1.1162E+18,Bless yourself and listen to “ Kill this love” by BalckPink it’s straight Fire!,4/11/2019 4:35,0,,,,,,,,,
NO,fire,1.1162E+18,"@John_Kass @ChicagoFire I think the Blackhawks are a good example of a management reboot, with no name change.  The Fire’s name has not been the problem, it’s ownership/management.  I hope they do some marketing research on leaving Bridgeview because either there will losses and adds.",4/11/2019 4:33,0,,,,,,,,,
NO,fire,1.1162E+18,@sophwoww @LoudLifeTM I’m about to hack the system and tweet some fire,4/11/2019 4:31,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.1162E+18,@KevoPNG @whipment This lowkey fire,4/11/2019 4:31,0,,,,,,,,,
NO,fire,1.1162E+18,"@KatieRParham One of my favorite quotes and one of my favorite movies. Chariots of Fire came out in 1981. I was nearly 12 years old. It got me set for Cross Country/Track in high school at 14.

Eric Liddell (1902-1945), 1924 Paris Olympics, Gold medal, 400 metres, Bronze medal, 200 metres.

XO",4/11/2019 4:30,0,,,,,,,,,
NO,fire,1.1162E+18,"I want to watch Game of Thrones whilst eating this brandy soaked, hand shaped, work of art! Yes this ice cream is on fire🔥!! And delicious. palm_courtah #fireandice #GOT… https://t.co/WsEIM6v39X",4/11/2019 4:30,0,,,,,,,,,
NO,fire,1.1162E+18,Whence comes this fire that burns eternally? That we could ignite Nietzsche... https://t.co/N5CEWjrxMI via @wordpressdotcom,4/11/2019 4:25,0,,,,,,,,,
NO,fire,1.1162E+18,"How do people manage college, a healthy lifestyle, good mental health, and a proper social life without wanting to set themselves on fire? Asking for a friend",4/11/2019 4:24,0,,,,,,,,,
NO,fire,1.11619E+18,I’m done tryna keep the fire lit.,4/11/2019 4:20,0,,,,,,,,,
NO,fire,1.11619E+18,@jonfavs A Bernie supporter opened fire on Rep Congress members at a softball game. Was that Bernie’s fault? I mean what kind of nonsense are you peddling?,4/11/2019 4:20,0,,,,,,,,,
NO,fire,1.11619E+18,Fire! 🗣🤙🏾 https://t.co/1Qm8jiey1J,4/11/2019 4:18,1,,,,,,,,,
NO,fire,1.11619E+18,Why Some Writers Won’t Need to Fire Their Agents If a Deal Isn't Reached https://t.co/glr4gKSWLH via @thr,4/11/2019 4:16,0,,,,,,,,,
NO,fire,1.11619E+18,"Tent cities outside of it, if you had a tent you were lucky. People just straight up sleeping outside, like it won't rain. Some of the structures we see as catacombs were like living quarters in the poorer parts of the city. Outside the walls was the worst though, the fire pits..",4/11/2019 4:09,0,,,,,,,,,
NO,fire,1.11619E+18,@benjaminwittes We have a giant cannon prepared to fire for the first moment you get a clue about these shitbirds you’ve defended the past few months.,4/11/2019 4:08,0,,,,,,,,,
NO,fire,1.11619E+18,@riveraeigna Sounds fire,4/11/2019 4:08,0,,,,,,,,,
NO,fire,1.11619E+18,So fire https://t.co/HPxcuoLIrs,4/11/2019 4:04,0,,,,,,,,,
NO,fire,1.11619E+18,@itsstillomari @rlysam_ @OldPrinceApollo @POWERByKanye @ScooptyWhooop @CudiZoners @blondedvibes @TravisScottsYEA @indicudder @yedot23 @Dokrzz @robbing_ it caused such a great fire he choked on the smoke,4/11/2019 4:04,0,,,,,,,,,
NO,fire,1.11619E+18,"@John_Kass @ChicagoFire If there’s a stadium change, fire have to bring someone big.",4/11/2019 4:03,0,,,,,,,,,
NO,fire,1.11619E+18,@RyanQDavis This is operating under the assumption that Cubs Twitter doesn’t set itself on fire daily anyway,4/11/2019 4:01,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11619E+18,"Last week I met these lovely ladies who came to Springfield with the Humane Society to advocate for pets and other animals. We spoke about HB3390, the bill that will improve fire protection for dogs and cats boarded in kennels. #ThriveDistrict45 https://t.co/kDatHxJ6WN",4/11/2019 4:00,2,,,,,,,,,
NO,fire,1.11619E+18,Fire the entire #WhiteSox coaching staff https://t.co/NmhfcToZK3,4/11/2019 3:49,0,,,,,,,,,
NO,fire,1.11619E+18,@SaiyanSZN FIRE HUH,4/11/2019 3:44,0,,,,,,,,,
NO,fire,1.11618E+18,"Hey, this #cf97 content came out some time this week, so you should all check it out:
https://t.co/dl9KuDqhDw",4/11/2019 3:40,3,,,,,,,,,
NO,fire,1.11618E+18,"Mom confronts burglar who shoots at her, flees after she shoots back https://t.co/4bLhxdnWKn via @MailOnline",4/11/2019 3:40,0,,,6b745382f2cdbb67,"-87.54691805225795,41.613146",United States,US,"Calumet City, IL",Calumet City,city
NO,fire,1.11618E+18,American Media says it's considering selling the supermarket tabloid under fire for paying hush money to a former Playboy model to help Donald Trump in his 2016 presidential campaign. https://t.co/a9kHCENU82,4/11/2019 3:40,3,,,,,,,,,
NO,fire,1.11618E+18,El Chapo’s cartel warns Mexico’s most powerful gang https://t.co/NGmkZWHhk5 via @MailOnline,4/11/2019 3:39,0,,,6b745382f2cdbb67,"-87.54691805225795,41.613146",United States,US,"Calumet City, IL",Calumet City,city
NO,fire,1.11618E+18,@RAMIREZ_187 @YouTube Fire as always brother. 🔥🔥🔥,4/11/2019 3:37,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11618E+18,"Took about 30 mins on the lake freezing just to start a fire.
(late upload) https://t.co/TkEYhK8oeK",4/11/2019 3:32,0,,,,,,,,,
NO,fire,1.11618E+18,"@jthunders13 @NBCPolitics He didnt, so your hypothetical is a red herring. Do try and stick to the topic at hand. 

Interestingly, by accusing the Dems of “clear abuse of power” when they follow the law, and since Trump DID fire Comey, then by your own logic, he abused his power? 🤔

OBSTRUCTION!",4/11/2019 3:25,0,,,,,,,,,
NO,fire,1.11618E+18,"@RepKatiePorter After seeing how ignorant #JamieDimon is, has me thinking I need to move my 💰from #Chase. NOT impressed! Thank you Rep Katie for holding his feet to the fire - even if he didn’t really answer the question #Clueless #BringBackDemocracy 😡🇺🇸",4/11/2019 3:25,1,,,,,,,,,
NO,fire,1.11618E+18,Someone give me a fire psn please,4/11/2019 3:24,0,,,,,,,,,
NO,fire,1.11618E+18,@AbuYoshi can we get an after pic? that shit looks fire,4/11/2019 3:23,0,,,,,,,,,
NO,fire,1.11618E+18,@dmihalopoulos a tax dollar spent on a bridge can’t be spent on a school. a tax dollar spent on a park can’t be spent on a road. a tax dollar spent on a library can’t be spent on the fire dept. everything we spend on something that’s not a school means we aren’t spending it on a school.,4/11/2019 3:21,0,,,,,,,,,
NO,fire,1.11618E+18,"@soxmachine_josh @fromthe108 Rock Hahn: The rebuild will take up to 5 years
Sox fans on year 3: why are we bad? Fire Hahn!",4/11/2019 3:21,0,,,,,,,,,
NO,fire,1.11618E+18,@SenGillibrand This terrible ad is the single reason that I will  never vote for you. You should fire all of your social media staff.,4/11/2019 3:18,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11618E+18,Genuinely sad that I can’t put another piece of wood on this fire because it’ll mean staying up another three hours,4/11/2019 3:16,0,,,,,,,,,
NO,fire,1.11618E+18,@MyContentSucks2 You don't like Jaden?? He fire,4/11/2019 3:16,0,,,,,,,,,
NO,fire,1.11618E+18,"Fascinating documentary on police quotas in low-income black and brown communities, must watch #crimeandpunishment #hulu #nypd12!! —Courage Under Fire Award: Stephen Maing and the NYPD 12 - IDA Documentary Awards  https://t.co/uRasIcfVaA",4/11/2019 3:15,0,,,,,,,,,
NO,fire,1.11618E+18,"As any good witch, I love helping people confront their demons, but I’m terribly allergic to fire.",4/11/2019 3:13,0,,,,,,,,,
NO,fire,1.11618E+18,@noble_darrin @shoog7595 @KingJames Magic was President of Basketball Operations. Rob Polinka is GM. Magic wants to fire him and Jeanie won't let him. That's probably why he quit,4/11/2019 3:13,0,,,,,,,,,
NO,fire,1.11618E+18,"At a reception in the Capitol. Colleague lit a napkin on fire, I stamped it out. Seconds later, Speaker Pelosi strode in and remarked on the smell. If the earth could have swallowed us... https://t.co/WmtSDnFFbc",4/11/2019 3:08,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11618E+18,"@Photo59Smart @NewYorker AG's are always appointed by POTUS who he can fire for any reason like every other member of the Executive Branch.
I will read the Mueller Report in its entirety when released next week and fully expect some of it to read like opposition research paper authored by partisans.",4/11/2019 3:03,0,,,,,,,,,
NO,fire,1.11617E+18,"@Chill100K Jimi Hendrix was on Johnny Carson with Flip Wilson as the guest host
There is some audio of the interview but all video was destroyed in a fire.",4/11/2019 3:02,0,,,,,,,,,
NO,fire,1.11617E+18,What in the actual F*CK was this dude thinking? Must have hit that fire Krockodil in the cages. https://t.co/I5c49YvruX,4/11/2019 2:54,0,,,,,,,,,
NO,fire,1.11617E+18,"@sahluwal This is systemic.  Cops nationwide do this. It’s racism.   This police force has lost all sense of justice.  Fire them all, starting at the top.",4/11/2019 2:54,11,,,,,,,,,
NO,fire,1.11617E+18,HURST Jaws of Life to demonstrate eDRAULIC tools on Tesla-donated cars https://t.co/g7Dr2WVDxD,4/11/2019 2:47,0,,,,,,,,,
NO,fire,1.11617E+18,FLIR Announces unveils K1 handheld thermal imaging camera https://t.co/11CklyU6lH https://t.co/aYhaNXhkxn,4/11/2019 2:47,0,,,,,,,,,
NO,fire,1.11617E+18,@ericvdunn Every fire extinguisher is safer now that stoudamire retired tho,4/11/2019 2:39,0,,,,,,,,,
NO,fire,1.11617E+18,@SoxsideBoys Fire Rick. Period.,4/11/2019 2:38,0,,,,,,,,,
NO,fire,1.11617E+18,Time to fire up some ~home ownership propaganda~,4/11/2019 2:36,0,,,,,,,,,
NO,fire,1.11617E+18,"Ramadan 2019 will begin May 06, 2019 In sha Allah. The Prophet Muhammad (pbuh) said: Whoever informs others on the day of Ramadan, the fire of hell will be haram for him.",4/11/2019 2:36,0,,,,,,,,,
NO,fire,1.11617E+18,"“Chicago Fire tv 7”                someone going to burn🔥🔥🚨🔥🚨
#chicagofiretvseries #chicagofiredepartment #dickwolfproductions #cinaspacestudios #chicago #fireburn #actionmovies… https://t.co/tcWj8WNaDq",4/11/2019 2:35,0,"41.9907,-87.8738","-87.8738,41.9907",f48e110211eee6ef,"-87.86663282748933,41.986086",United States,US,"Rosemont, IL",Rosemont,city
NO,fire,1.11617E+18,I'm late but DaBaby is fire asf 👌,4/11/2019 2:35,0,,,d73cbce54317ffaa,"-87.97520188017856,41.7944026",United States,US,"Westmont, IL",Westmont,city
NO,fire,1.11617E+18,Need a good distraction? Read your Bible. The Old Testament. The stories are so fire (and obviously edifying). Start at Genesis. Work your way back.,4/11/2019 2:34,0,,,,,,,,,
NO,fire,1.11617E+18,@lizmhull Fire is a VERY close second!!!,4/11/2019 2:34,0,,,,,,,,,
NO,fire,1.11617E+18,If there a fire every 3 minutes in this city?,4/11/2019 2:32,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11617E+18,"The girls above me are having a party and they’re all wearing high heeled shoes and stomping around.

I just heard one of them fall down the fire escape stairs.

It’s a good day.",4/11/2019 2:30,0,,,,,,,,,
NO,fire,1.11617E+18,@Flivanlie @Chucks773 Lucky’s is so fucking fire man that might be the move rn amazing food 😎,4/11/2019 2:27,0,,,,,,,,,
NO,fire,1.11617E+18,Congrats @SoDakDems finally something that doesn’t make SDlook like a backwoods burning dump fire. Good on you! https://t.co/IURtCENn7O,4/11/2019 2:26,0,,,,,,,,,
NO,fire,1.11617E+18,"@DamonWHawkins Dragons are at their coolest when they're all flying around like, 'rawwwwwr' and shooting fire like, 'brrrrrrrrrrrrowrrrrr'. Dragons are dope.",4/11/2019 2:25,0,,,,,,,,,
NO,fire,1.11617E+18,@_ill_phil Bro I was at hooters man and maybe I was mesmerized by the tiddies but then shits was fire today lol,4/11/2019 2:25,0,,,,,,,,,
NO,fire,1.11617E+18,@T1_AA_ @lucifersnut @Fire_Lord_Joe I feel like because pits friendly and like kids so much they be excited and jumping on random kids which is the reason they get put down and deemed malicious. Poor puppy just wanted to lick some kids and they be “it bit me” and parents be overreacting,4/11/2019 2:25,0,,,,,,,,,
NO,fire,1.11616E+18,me thinking the writers of @MagiciansSYFY were gonna give us good gay content but instead they just resurrect the cursed dumpster fire that is quentin &amp; alice’s “relationship” https://t.co/9dJZvrqHrB,4/11/2019 2:23,3,,,,,,,,,
NO,fire,1.11616E+18,That Red &amp; Blue Disc Were Fire!,4/11/2019 2:22,0,,,,,,,,,
NO,fire,1.11616E+18,@chicagobulls Fire EVERY SINGLE ONE OF THESE BUMS.,4/11/2019 2:22,0,,,,,,,,,
NO,fire,1.11616E+18,Inspecting Garages for Proper Fire Separation https://t.co/hkkT5bwRjA,4/11/2019 2:21,0,,,,,,,,,
NO,fire,1.11616E+18,@T1_AA_ @lucifersnut @Fire_Lord_Joe This is true cause when I was a kid my dad used to leave me with the pit when he had things to do just to watch me and keep me company I’m still here so 😭 people just don’t know how to raise they dogs,4/11/2019 2:19,1,,,,,,,,,
NO,fire,1.11616E+18,bro we really chillin on this big ass rock speeding fast asf around a big ball of fire.....crazy,4/11/2019 2:19,0,,,,,,,,,
NO,fire,1.11616E+18,@KCJHoop The next time I return to a dumpster fire is if said fire finally manages to figure out having a .500 record at the least. No thanks. 🤨,4/11/2019 2:17,0,,,,,,,,,
NO,fire,1.11616E+18,"@permanent_blur ""Feel the storm every night, hope it passes by"" is Anthy in the doorway of the observatory wearing that smile that doesn't give anything away, ""Hallucinate a shady grove where Judas went to die"" is Saionji and Touga biking, or Nemuro remembering the fire in all its variations.",4/11/2019 2:13,0,,,,,,,,,
NO,fire,1.11616E+18,@cawhly remember how he had two (2) fire types and one of them was the regional fire type starter bc they just forgot to make new fire types for sinnoh,4/11/2019 2:07,1,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11616E+18,I uhhhh... Think the Cubs should fire Joe Maddon.,4/11/2019 2:04,1,,,6af99a29bfae42a2,"-88.02137607901449,41.79158405",United States,US,"Downers Grove, IL",Downers Grove,city
NO,fire,1.11616E+18,@chigrl Does it breath fire?,4/11/2019 2:04,0,,,,,,,,,
NO,fire,1.11616E+18,@Hrungvar Why does it look like it's on fire,4/11/2019 2:04,0,,,,,,,,,
NO,fire,1.11616E+18,@kira_melita Sweet butter is fire but a lil way out,4/11/2019 2:00,0,,,,,,,,,
NO,fire,1.11616E+18,@jzipser Maybe I'll finally finish up Fire and Fury. lol,4/11/2019 1:59,0,,,,,,,,,
NO,fire,1.11616E+18,"Body Cams Released of Officers Saving Man From Burning Home in Sylmar Los Angeles Neighborhood in July 2018: A man had collapsed inside a Sylmar home that was on fire back in July. Peter Daut, CBS Los Angeles, reports. Bodycams from four Los Angeles… https://t.co/8zpUKuYMZm",4/11/2019 1:48,1,,,,,,,,,
NO,fire,1.11615E+18,@tommiecas Thank you for your response i just feel that’s really harsh to fire someone over that because at the end of the day the writer can only do so much in telling whichever talent to not mention Vince’s name but if they forget or just think it’s not a big deal.,4/11/2019 1:42,0,,,,,,,,,
NO,fire,1.11615E+18,"@EThorntonGHS Great point. After several steps, there are punitive effects. But one major difference, I can fire a teacher for continued unprofessional behavior and insubordination. I can’t fire any of my students.",4/11/2019 1:42,0,,,,,,,,,
NO,fire,1.11615E+18,@wyntonmarsalis @bmarsalis just wanted to say how much I love and respect you guys and miss the late 80's early 90's hip hop that loved and respected the great lineage of music. thanks for keeping the fire burning.,4/11/2019 1:41,0,,,,,,,,,
NO,fire,1.11615E+18,"FOR THOSE ABOUT TO ROCK, FIRE 💥 We Salute Youuuuuuu #CBJ https://t.co/KbBq7ZD1DI",4/11/2019 1:40,0,,,,,,,,,
NO,fire,1.11615E+18,Painting fire🔥🔥🔥 https://t.co/TCBrnRAqME,4/11/2019 1:36,77,,,,,,,,,
NO,fire,1.11615E+18,@_gangsterkay Holy shit. That is fire 🔥,4/11/2019 1:35,0,,,,,,,,,
NO,fire,1.11615E+18,@largecar929 Wow! Nice coin in the pocket for 45 miles. I thought I saw either drought or fire risks in Texas. What'll that make....2 weeks out on the road than?,4/11/2019 1:32,0,,,,,,,,,
NO,fire,1.11615E+18,one punch man season 2's OP is FIRE 🔥🔥🔥🔥👏👏👏👏,4/11/2019 1:30,0,,,,,,,,,
NO,fire,1.11615E+18,"A4. I get a lot of inspiration from staff &amp; Ss. It's invigorating when they show they support me &amp; my unconventional ways. I love seeing the fire in their eyes when i'm ignited! gotta give props to @brewerhm, if not for him I wouldn't of started skateboarding again.#kidsdeserveit",4/11/2019 1:27,0,,,,,,,,,
NO,fire,1.11615E+18,Jason Heyward has been on fire since I blasted him on https://t.co/rMvwtXXU1E the other day. You’re welcome.,4/11/2019 1:26,0,,,,,,,,,
NO,fire,1.11615E+18,Heyward is on FIRE,4/11/2019 1:26,0,,,,,,,,,
NO,fire,1.11615E+18,@NBCSWhiteSox Fire cooper to start...,4/11/2019 1:25,0,,,,,,,,,
NO,fire,1.11615E+18,@sadlerimages @CoachGregGary These are fire. They are available on GOAT if people can’t find their size here,4/11/2019 1:21,0,,,,,,,,,
NO,fire,1.11615E+18,"Why didn’t someone tell me this Kehlani album was so fire?!? I feel betrayed, y’all fake asl",4/11/2019 1:17,0,,,,,,,,,
NO,fire,1.11615E+18,Massive amount of fire and ambulances @fly2ohare @cnnbrk https://t.co/0clOsNN13D,4/11/2019 1:15,1,,,,,,,,,
NO,fire,1.11615E+18,@GrillSteven this is why there is so much hell fire in California https://t.co/VcLyxtHEBf,4/11/2019 1:13,0,,,,,,,,,
NO,fire,1.11615E+18,Wanna feel like a warrior in the apocalypse after the 4 horsemen have risen and you are fighting off the undead with a 10 foot sword as fire rains from the heavens? Run on a treadmill to @WWEAleister’s theme.,4/11/2019 1:13,0,,,,,,,,,
NO,fire,1.11615E+18,Fire her...straight into the sun on a rocket. https://t.co/3ClnWThFci,4/11/2019 1:12,0,,,,,,,,,
NO,fire,1.11615E+18,"The National Enquirer is up for sale, its parent company said. The tabloid came under fire for paying hush money to a former Playboy model to help Donald Trump's presidential campaign. https://t.co/iE8qOiYfup",4/11/2019 1:07,138,,,,,,,,,
NO,fire,1.11615E+18,Noah doesn’t deserve to keep Davis since he almost set the house on fire #STAR,4/11/2019 1:06,0,,,,,,,,,
NO,fire,1.11615E+18,@4rdasquaw2 @DebatingHipHop_ scar's screaming is fire,4/11/2019 1:06,0,,,,,,,,,
NO,fire,1.11615E+18,"Special thanks to the Citizen Newspaper for featuring the Black Fire Brigade Breakfast with Fire Fighters in their latest issue

https://t.co/np3rOCiVSq",4/11/2019 1:06,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11614E+18,I’m beginning to think he’s soft.  Zero fire or emotion https://t.co/QzNWuGEeTv,4/11/2019 1:04,0,,,,,,,,,
NO,fire,1.11614E+18,"@hueydewy94 Oh. And just in case you thought I was joking.

I wasn’t. I hope they fire your ass with the speed of lightening. Maybe that will help you not be a POS. https://t.co/hN3vCwYL3h",4/11/2019 1:02,3,,,,,,,,,
NO,fire,1.11614E+18,@Charmeleeeooonn @chckpeas Done. Fire racists all 2019,4/11/2019 1:00,0,,,,,,,,,
NO,fire,1.11614E+18,Knife Tug a Fire from the Brown Gap,4/11/2019 0:58,0,,,,,,,,,
NO,fire,1.11614E+18,"@MalwareJake This is especially insightful because you have to guess what the BEST type of fire to put out would be, based on what you can infer about the phrasing, the author and, I dunno, the current phase of the moon.",4/11/2019 0:56,0,,,,,,,,,
NO,fire,1.11614E+18,Bible Class is on fire tonight!,4/11/2019 0:52,0,,,,,,,,,
NO,fire,1.11614E+18,@FaZeKay I miss ur water bottle flip videos they were fire.,4/11/2019 0:51,0,,,,,,,,,
NO,fire,1.11614E+18,"Play With Fire. Get Burned! - 
https://t.co/zDsabNM1el - #BattlefieldV #Conquest #Firestorm #PS4 #Twitch #SupportSmallStreamers",4/11/2019 0:43,0,,,,,,,,,
NO,fire,1.11614E+18,@mixedrep “Don’t set yourself on fire to keep other people warm”,4/11/2019 0:42,0,,,,,,,,,
NO,fire,1.11614E+18,@MjCooper69 @Bonny_Fire @TheBHF They are no joke me and @l_troubleman_l have done one. I’ll hop on and play with you.,4/11/2019 0:39,0,,,,,,,,,
NO,fire,1.11614E+18,"This weekend could be a great one or it could be a complete dumpster fire with salty Star Wars fans sprinkled in, but ya know what? Idc I’m gonna witness IT ALL!! https://t.co/gJG94nswmS",4/11/2019 0:35,1,,,,,,,,,
NO,fire,1.11614E+18,"“Get the table next to mine, make our bottle servers race.” I never peeped how fire that bar is lol",4/11/2019 0:30,0,,,,,,,,,
NO,fire,1.11614E+18,@NBCSWhiteSox Fire Coop. Time for a change.,4/11/2019 0:30,0,,,,,,,,,
NO,fire,1.11614E+18,@CookiesHoops Fire all the interns!,4/11/2019 0:29,0,,,,,,,,,
NO,fire,1.11614E+18,@JackeeHarry You on fire this evening Auntie.,4/11/2019 0:29,0,,,,,,,,,
NO,fire,1.11614E+18,When @Noahsyndergaard is trying to save your #FantasyBaseball pitcher stats for the day and you’re watching the fantasy #GameOfThrones episode where he dies by dragon fire.,4/11/2019 0:28,0,,,,,,,,,
NO,fire,1.11614E+18,"Tonite, #122edchat was ON FIRE! Special thanks to our guest captain, @daleyscience of the #scitlap fleet! Job well done! You can connect with Kristin &amp; the rest of the #scitlap pirates on Wednesdays at 8PM Central. Thanks for a PHENOMENAL chat friends! Stay tuned for #unisonEDU!",4/11/2019 0:27,0,,,,,,,,,
NO,fire,1.11614E+18,"@shanna_swenson @ccampbellbooks @Girlvscity @misscraniehiggs @maitaylor01 @KT_Robson @yvonnejsmit @RbhCo @LacieWaldon @ThebonePhoenix1 @PhoenixBMeadows @ElzaKinde @StormyAuthor @WriterOnRetreat @tajiinaa @aun_fire @bluekookutchoo @WendyDranfield @Rosanna_adancer @CKnightWrites @XIVfteRXEimlHTi @detective26AD @jeanmaregag @sarah_audrey_y @AuthorSJHosken @StoreytellerK @CristenERose @kpittman2k18 @leslie_d_davis @stelfox_a @lostinthelando1 @OneOfUsHasToGo @TeresaGrabs @alleycat579 @ReeInspired @EmmaMilesShadow @JenLGilmour @TheFictionCafe @bookskatlikes @saraWIMM @MadelineDyerUK @kakenzie101 @Fluttermouse @Vainradical @GallifreyGamgee @BrockmanBrett @jrundy08 @matbrown012 @DanaLBrownBooks @iamfierless Thanks, Shanna.

6 shows, no friends (I've tagged about 30 people in stuff today).

1. Game of Thrones
2. Breaking Bad
3. Ozark
4. Rick and Morty 
5. Californication
6. The Wire",4/11/2019 0:25,0,,,,,,,,,
NO,fire,1.11613E+18,"In blue collar cities, teachers, police officers and our fire fighters, they want UNIONS! https://t.co/3LcuJN1mhQ",4/11/2019 0:24,0,,,,,,,,,
NO,fire,1.11613E+18,@kj_fetishmodel Fire what exactly?,4/11/2019 0:24,0,,,,,,,,,
NO,fire,1.11613E+18,@BASEDSAVAGE_ Bro just put gas onto the fire,4/11/2019 0:22,0,,,,,,,,,
NO,fire,1.11613E+18,"@CTheCurator LOL… yeah, the taco truck is fire… you alright.",4/11/2019 0:22,0,,,,,,,,,
NO,fire,1.11613E+18,@TYRA_nnosaurusX @AKIRAchicago That blazer thingy is FIRE,4/11/2019 0:22,0,,,,,,,,,
NO,fire,1.11613E+18,@Buckets2434 Lol prolly warmer with all the fire pits that I’m sure are there https://t.co/a3XARjsU4p,4/11/2019 0:18,0,,,,,,,,,
NO,fire,1.11613E+18,"My friends: dude your job seems stressful just quit
Me: I would but where am I going to find another job where I can tell my boss to go fuck him self and he’ll just laugh and not fire me. 🤷🏻‍♀️",4/11/2019 0:16,0,,,,,,,,,
NO,fire,1.11613E+18,@1JuicyJuiceMan Why don’t you go watch the Chicago Fire?,4/11/2019 0:15,0,,,,,,,,,
NO,fire,1.11613E+18,@funnykeithlyle Fire the graphic designer,4/11/2019 0:11,0,,,,,,,,,
NO,fire,1.11613E+18,@celtsnite It would be fire red/leaf green. So I meant overall the lowest bst,4/11/2019 0:06,0,,,,,,,,,
NO,fire,1.11613E+18,@GarysBest That’s actually a fire grad cap lol you out this May?,4/11/2019 0:04,0,,,,,,,,,
NO,fire,1.11613E+18,@TyRyanArt @samsanders @NPR Christ that looks a fire hazard!,4/11/2019 0:03,0,,,,,,,,,
NO,fire,1.11613E+18,@TweetinV Film twitter went from being a fun thing to discuss and share movie opinions on to a garbage fire so quickly.,4/11/2019 0:02,0,,,,,,,,,
